episode_index,source_prefix,source_episode_index,length,dataset_from_index,dataset_to_index,archive_key,archive_url
139,target/atomic/CloseBlenderLid/20250822,139,488,50957,51445,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
140,target/atomic/CloseBlenderLid/20250822,140,373,51445,51818,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
141,target/atomic/CloseBlenderLid/20250822,141,458,51818,52276,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
142,target/atomic/CloseBlenderLid/20250822,142,583,52276,52859,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
143,target/atomic/CloseBlenderLid/20250822,143,292,52859,53151,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
144,target/atomic/CloseBlenderLid/20250822,144,235,53151,53386,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
145,target/atomic/CloseBlenderLid/20250822,145,372,53386,53758,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
146,target/atomic/CloseBlenderLid/20250822,146,384,53758,54142,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
147,target/atomic/CloseBlenderLid/20250822,147,329,54142,54471,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
148,target/atomic/CloseBlenderLid/20250822,148,339,54471,54810,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
149,target/atomic/CloseBlenderLid/20250822,149,263,54810,55073,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
150,target/atomic/CloseBlenderLid/20250822,150,452,55073,55525,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
151,target/atomic/CloseBlenderLid/20250822,151,278,55525,55803,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
152,target/atomic/CloseBlenderLid/20250822,152,497,55803,56300,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
153,target/atomic/CloseBlenderLid/20250822,153,232,56300,56532,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
154,target/atomic/CloseBlenderLid/20250822,154,223,56532,56755,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
155,target/atomic/CloseBlenderLid/20250822,155,359,56755,57114,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
156,target/atomic/CloseBlenderLid/20250822,156,376,57114,57490,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
157,target/atomic/CloseBlenderLid/20250822,157,382,57490,57872,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
158,target/atomic/CloseBlenderLid/20250822,158,417,57872,58289,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
159,target/atomic/CloseBlenderLid/20250822,159,527,58289,58816,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
160,target/atomic/CloseBlenderLid/20250822,160,385,58816,59201,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
161,target/atomic/CloseBlenderLid/20250822,161,352,59201,59553,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
162,target/atomic/CloseBlenderLid/20250822,162,504,59553,60057,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
163,target/atomic/CloseBlenderLid/20250822,163,337,60057,60394,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
164,target/atomic/CloseBlenderLid/20250822,164,326,60394,60720,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
165,target/atomic/CloseBlenderLid/20250822,165,330,60720,61050,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
166,target/atomic/CloseBlenderLid/20250822,166,375,61050,61425,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
167,target/atomic/CloseBlenderLid/20250822,167,470,61425,61895,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
168,target/atomic/CloseBlenderLid/20250822,168,325,61895,62220,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
169,target/atomic/CloseBlenderLid/20250822,169,411,62220,62631,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
170,target/atomic/CloseBlenderLid/20250822,170,274,62631,62905,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
171,target/atomic/CloseBlenderLid/20250822,171,381,62905,63286,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
172,target/atomic/CloseBlenderLid/20250822,172,335,63286,63621,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
173,target/atomic/CloseBlenderLid/20250822,173,351,63621,63972,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
174,target/atomic/CloseBlenderLid/20250822,174,215,63972,64187,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
175,target/atomic/CloseBlenderLid/20250822,175,321,64187,64508,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
176,target/atomic/CloseBlenderLid/20250822,176,443,64508,64951,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
177,target/atomic/CloseBlenderLid/20250822,177,538,64951,65489,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
178,target/atomic/CloseBlenderLid/20250822,178,425,65489,65914,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
179,target/atomic/CloseBlenderLid/20250822,179,442,65914,66356,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
180,target/atomic/CloseBlenderLid/20250822,180,341,66356,66697,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
181,target/atomic/CloseBlenderLid/20250822,181,334,66697,67031,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
182,target/atomic/CloseBlenderLid/20250822,182,356,67031,67387,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
183,target/atomic/CloseBlenderLid/20250822,183,392,67387,67779,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
184,target/atomic/CloseBlenderLid/20250822,184,340,67779,68119,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
185,target/atomic/CloseBlenderLid/20250822,185,328,68119,68447,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
186,target/atomic/CloseBlenderLid/20250822,186,226,68447,68673,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
187,target/atomic/CloseBlenderLid/20250822,187,275,68673,68948,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
188,target/atomic/CloseBlenderLid/20250822,188,403,68948,69351,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
189,target/atomic/CloseBlenderLid/20250822,189,269,69351,69620,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
190,target/atomic/CloseBlenderLid/20250822,190,241,69620,69861,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
191,target/atomic/CloseBlenderLid/20250822,191,371,69861,70232,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
192,target/atomic/CloseBlenderLid/20250822,192,336,70232,70568,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
193,target/atomic/CloseBlenderLid/20250822,193,450,70568,71018,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
194,target/atomic/CloseBlenderLid/20250822,194,413,71018,71431,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
195,target/atomic/CloseBlenderLid/20250822,195,382,71431,71813,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
196,target/atomic/CloseBlenderLid/20250822,196,366,71813,72179,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
197,target/atomic/CloseBlenderLid/20250822,197,289,72179,72468,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
198,target/atomic/CloseBlenderLid/20250822,198,494,72468,72962,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
199,target/atomic/CloseBlenderLid/20250822,199,259,72962,73221,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
200,target/atomic/CloseBlenderLid/20250822,200,280,73221,73501,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
201,target/atomic/CloseBlenderLid/20250822,201,547,73501,74048,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
202,target/atomic/CloseBlenderLid/20250822,202,423,74048,74471,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
203,target/atomic/CloseBlenderLid/20250822,203,291,74471,74762,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
204,target/atomic/CloseBlenderLid/20250822,204,300,74762,75062,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
205,target/atomic/CloseBlenderLid/20250822,205,308,75062,75370,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
206,target/atomic/CloseBlenderLid/20250822,206,260,75370,75630,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
207,target/atomic/CloseBlenderLid/20250822,207,390,75630,76020,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
208,target/atomic/CloseBlenderLid/20250822,208,325,76020,76345,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
209,target/atomic/CloseBlenderLid/20250822,209,351,76345,76696,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
210,target/atomic/CloseBlenderLid/20250822,210,469,76696,77165,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
211,target/atomic/CloseBlenderLid/20250822,211,191,77165,77356,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
212,target/atomic/CloseBlenderLid/20250822,212,312,77356,77668,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
213,target/atomic/CloseBlenderLid/20250822,213,427,77668,78095,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
214,target/atomic/CloseBlenderLid/20250822,214,601,78095,78696,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
215,target/atomic/CloseBlenderLid/20250822,215,265,78696,78961,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
216,target/atomic/CloseBlenderLid/20250822,216,300,78961,79261,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
217,target/atomic/CloseBlenderLid/20250822,217,290,79261,79551,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
218,target/atomic/CloseBlenderLid/20250822,218,271,79551,79822,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
219,target/atomic/CloseBlenderLid/20250822,219,244,79822,80066,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
220,target/atomic/CloseBlenderLid/20250822,220,422,80066,80488,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
221,target/atomic/CloseBlenderLid/20250822,221,242,80488,80730,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
222,target/atomic/CloseBlenderLid/20250822,222,332,80730,81062,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
223,target/atomic/CloseBlenderLid/20250822,223,276,81062,81338,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
224,target/atomic/CloseBlenderLid/20250822,224,634,81338,81972,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
225,target/atomic/CloseBlenderLid/20250822,225,405,81972,82377,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
226,target/atomic/CloseBlenderLid/20250822,226,529,82377,82906,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
227,target/atomic/CloseBlenderLid/20250822,227,330,82906,83236,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
228,target/atomic/CloseBlenderLid/20250822,228,337,83236,83573,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
229,target/atomic/CloseBlenderLid/20250822,229,474,83573,84047,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
230,target/atomic/CloseBlenderLid/20250822,230,398,84047,84445,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
231,target/atomic/CloseBlenderLid/20250822,231,552,84445,84997,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
232,target/atomic/CloseBlenderLid/20250822,232,374,84997,85371,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
233,target/atomic/CloseBlenderLid/20250822,233,365,85371,85736,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
234,target/atomic/CloseBlenderLid/20250822,234,395,85736,86131,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
235,target/atomic/CloseBlenderLid/20250822,235,400,86131,86531,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
236,target/atomic/CloseBlenderLid/20250822,236,328,86531,86859,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
237,target/atomic/CloseBlenderLid/20250822,237,391,86859,87250,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
238,target/atomic/CloseBlenderLid/20250822,238,386,87250,87636,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
239,target/atomic/CloseBlenderLid/20250822,239,439,87636,88075,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
240,target/atomic/CloseBlenderLid/20250822,240,292,88075,88367,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
241,target/atomic/CloseBlenderLid/20250822,241,316,88367,88683,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
242,target/atomic/CloseBlenderLid/20250822,242,396,88683,89079,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
243,target/atomic/CloseBlenderLid/20250822,243,361,89079,89440,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
244,target/atomic/CloseBlenderLid/20250822,244,439,89440,89879,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
245,target/atomic/CloseBlenderLid/20250822,245,432,89879,90311,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
246,target/atomic/CloseBlenderLid/20250822,246,544,90311,90855,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
247,target/atomic/CloseBlenderLid/20250822,247,250,90855,91105,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
248,target/atomic/CloseBlenderLid/20250822,248,290,91105,91395,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
249,target/atomic/CloseBlenderLid/20250822,249,347,91395,91742,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
250,target/atomic/CloseBlenderLid/20250822,250,373,91742,92115,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
251,target/atomic/CloseBlenderLid/20250822,251,400,92115,92515,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
252,target/atomic/CloseBlenderLid/20250822,252,384,92515,92899,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
253,target/atomic/CloseBlenderLid/20250822,253,461,92899,93360,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
254,target/atomic/CloseBlenderLid/20250822,254,343,93360,93703,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
255,target/atomic/CloseBlenderLid/20250822,255,300,93703,94003,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
256,target/atomic/CloseBlenderLid/20250822,256,283,94003,94286,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
257,target/atomic/CloseBlenderLid/20250822,257,352,94286,94638,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
258,target/atomic/CloseBlenderLid/20250822,258,443,94638,95081,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
259,target/atomic/CloseBlenderLid/20250822,259,193,95081,95274,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
260,target/atomic/CloseBlenderLid/20250822,260,314,95274,95588,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
261,target/atomic/CloseBlenderLid/20250822,261,425,95588,96013,target/atomic/CloseBlenderLid/20250822/lerobot.tar,https://utexas.box.com/s/7anj5ckrlitmvwbexhh9elt9tof9v8sh
